Gene_acc,Gene_id,iBAQ SPORO_1,iBAQ SPORO_2,iBAQ SPORO_3,iBAQ WALL_1,iBAQ WALL_2,iBAQ WALL_3,Desc
666,cgd1_280,22313000.0,440550000.0,24075000.0,35098000.0,97697000.0,236970000.0,Short-chain dehydrogenase/reductase SDR
1034,cgd1_2830,0.0,10941000.0,0.0,84355.0,0.0,239750.0,Target SNARE coiled-coil homology domain containing protein
1126,cgd1_2870,0.0,2831300.0,41211.0,18018.0,103520.0,13446.0,Hemimethylated DNA-binding/Glucosidase II beta subunit-like domain containing protein
351,cgd1_2890,0.0,582880.0,0.0,0.0,0.0,0.0,Beta transducin-like protein with WD40 repeat
820,cgd1_290,1271600.0,39046000.0,1341000.0,771360.0,832430.0,15710000.0,Ubiquitin carboxyl-terminal hydrolase/Ubiquitin family
1589,cgd1_2910,281780.0,1822000.0,3481900.0,919700.0,1277300.0,0.0,LSM domain containing protein
347,cgd1_2920,0.0,1246500.0,0.0,0.0,0.0,0.0,Golgi transport SNARE BOS1
533,cgd1_2970,2282300.0,77011000.0,2490100.0,7131800.0,9617500.0,32678000.0,DNAJ like chaperone
1194,cgd1_3000,137700000.0,1446300000.0,136690000.0,338360000.0,582310000.0,264540000.0,60S ribosomal protein L27
659,cgd1_300,6461000.0,105240000.0,19172000.0,60645000.0,79192000.0,34036000.0,40S ribosomal protein S21
584,cgd1_3010,4810000.0,101700000.0,5299400.0,25682000.0,13901000.0,34075000.0,ER lumen protein retaining receptor 1 KDEL recpetor 1
900,cgd1_3020,194800000.0,3343100000.0,195570000.0,401580000.0,689040000.0,849710000.0,Fructose-bisphosphate aldolase
1098,cgd1_3040,6223900.0,294810000.0,24085000.0,25879000.0,20960000.0,43929000.0,Triosephosphate isomerase
846,cgd1_310,0.0,8359600.0,347220.0,0.0,3753600.0,855370.0,AP endonuclease 2
1110,cgd1_3140,779550.0,112970000.0,10521000.0,14024000.0,1251100.0,7524600.0,Adenylate kinase/UMP-CMP kinase
569,cgd1_3160,0.0,4123500.0,10149.0,5707.1,0.0,3508000.0,mRNA 3 end processing protein RNA14 with HAT repeats
399,cgd1_3170,0.0,1741100.0,0.0,0.0,0.0,0.0,PH domain-containing protein
333,cgd1_3190,0.0,586420.0,0.0,0.0,0.0,0.0,Uncharacterized protein
1207,cgd1_3200,0.0,11936000.0,495800.0,684080.0,112960.0,928650.0,Endoplasmic reticulum-based factor for assembly of V-ATPase
113,cgd1_320,1397900.0,40528000.0,1112500.0,982770.0,279720.0,1665900.0,Oxysterol-binding protein
672,cgd1_3210,1198100.0,22089000.0,217540.0,87312.0,0.0,5482800.0,Uncharacterized protein
1482,cgd1_3220,0.0,1011000.0,0.0,0.0,0.0,117150.0,Erythrocyte membrane-associated antigen
170,cgd1_3240,120190.0,1533700.0,0.0,0.0,0.0,0.0,Uncharacterized protein
699,cgd1_330,6790300.0,404920000.0,14266000.0,8986600.0,21133000.0,48890000.0,CDC48 like AAA ATPase
44,cgd1_3340,301180.0,33776000.0,1535900.0,0.0,0.0,393220.0,HAD-superfamily hydrolase subfamily IIB
962,cgd1_3400,118220.0,4310500.0,0.0,0.0,0.0,972170.0,Uncharacterized protein
1481,cgd1_340,0.0,817190.0,0.0,0.0,0.0,997340.0,machado-Joseph disease protein like domain/UBX domain containing protein
873,cgd1_3480,2500100.0,100570000.0,4104500.0,5215000.0,6426300.0,12743000.0,Eukaryotic translation initiation factor 3 subunit M
105,cgd1_3490,390840.0,921320.0,2140200.0,264910.0,0.0,0.0,Uncharacterized protein
586,cgd1_3500,1977500.0,35992000.0,1940200.0,16103000.0,4822600.0,9762400.0,Thrombospondin related adhesive protein
520,cgd1_3510,2751700.0,73298000.0,3762800.0,28973000.0,12706000.0,16869000.0,PAN domain/Thrombospondin type-1 (TSP1) repeat containing protein
1268,cgd1_3530,20846000.0,1009100000.0,80088000.0,109150000.0,175300000.0,137910000.0,RNA recognition motif domain containing protein
1591,cgd1_3540,48902.0,4339400.0,37880.0,25516.0,0.0,2095600.0,Tetratricopeptide repeat containing protein
259,cgd1_3543,0.0,30204000.0,873160.0,5053200.0,28634000.0,3147300.0,Uncharacterized protein
41,cgd1_3550,0.0,5735800.0,0.0,4457700.0,75884000.0,11809000.0,Apple domain containing protein
49,cgd1_3560,0.0,29467000.0,0.0,15175000.0,277550000.0,37567000.0,Uncharacterized protein
868,cgd1_3570,6806500.0,463710000.0,23569000.0,58352000.0,22770000.0,134140000.0,Myosin regulatory light chain
1480,cgd1_3610,0.0,6473300.0,0.0,0.0,0.0,276070.0,Patatin-like phospholipase domain containing protein
220,cgd1_3630,30859.0,26889000.0,619360.0,16571.0,380830.0,1735100.0,Dynein family light intermediate chain
698,cgd1_3640,41688.0,29229000.0,732180.0,251370.0,132690.0,2123400.0,Uncharacterized protein
311,cgd1_3650,1350500.0,86866000.0,1273500.0,773900.0,578680.0,8279800.0,Uncharacterized protein
354,cgd1_3660,0.0,3712600.0,0.0,0.0,0.0,0.0,PITH domain containing protein
1479,cgd1_3670,0.0,1392600.0,0.0,0.0,0.0,395460.0,Chromo domain/ SNF2 Atpase/Helicase domain containing protein
119,cgd1_3690,2779500.0,108760000.0,2373700.0,31650000.0,862410000.0,16280000.0,Aspartyl (Acid) protease
33,cgd1_370,0.0,3191200.0,0.0,4568800.0,61665000.0,5138900.0,carboxypeptidase A with signal peptide region
880,cgd1_3710,7091800.0,334650000.0,16807000.0,11678000.0,16411000.0,77738000.0,Acetyl-coenzyme A synthetase
479,cgd1_3720,0.0,5132200.0,0.0,0.0,527300.0,1856700.0,Mannosyltransferase DXD
209,cgd1_3730,372830.0,25532000.0,602370.0,90961.0,46287.0,4780600.0,Glucosamine-fructose-6-phosphate aminotransferase/Sugar isomerase (SIS)
1295,cgd1_3780,20360000.0,305280000.0,12005000.0,24290000.0,21876000.0,91693000.0,Uncharacterized signal peptide-containing protein
721,cgd1_3790,1169800.0,35754000.0,601970.0,623580.0,503700.0,7571200.0,Uncharacterized protein
1138,cgd1_3810,19074000.0,296800000.0,10764000.0,25804000.0,28008000.0,95314000.0,Uncharacterized protein
74,cgd1_3820,0.0,0.0,0.0,69521.0,7108500.0,219560.0,Uncharacterized protein
53,cgd1_3840,0.0,1312600.0,0.0,163250.0,6264400.0,658000.0,Insulinase-like peptidase/telomeric protein
1625,cgd1_3850,0.0,22857000.0,0.0,121410.0,100530.0,1497500.0,Uncharacterized Secreted Protein (SKSR gene family)
1599,cgd1_390,0.0,5815900.0,157790.0,746590.0,0.0,557840.0,Uncharacterized protein
787,cgd1_420,461380.0,64657000.0,8651100.0,4905200.0,992690.0,0.0,Proteasome subunit beta type
1021,cgd1_430,0.0,1787700.0,309810.0,320520.0,0.0,0.0,emp24/gp25L/p24 family/GOLD domain containing protein
642,cgd1_440,56542.0,32270000.0,2519200.0,6235600.0,2450100.0,7109200.0,Signal peptidase I
317,cgd1_450,0.0,4743100.0,0.0,0.0,0.0,0.0,Uncharacterized protein
193,cgd1_50,0.0,403740.0,0.0,0.0,301410.0,162590.0,Uncharacterized protein with Tetratricopeptide repeat
318,cgd1_510,0.0,872820.0,0.0,0.0,0.0,0.0,Uncharacterized protein
435,cgd1_520,17457000.0,535440000.0,23927000.0,72892000.0,526670000.0,128070000.0,V-type proton ATPase proteolipid subunit
1361,cgd1_530,787840.0,17275000.0,2014300.0,2565100.0,39173000.0,0.0,H/ACA ribonucleoprotein complex subunit Nop10
1638,cgd1_570,116030.0,45821000.0,1014900.0,5096400.0,3014200.0,137870.0,Translocation protein Sec66
902,cgd1_580,3297200.0,92188000.0,3260000.0,3766300.0,2116600.0,28480000.0,Dynamin-like protein
1133,cgd1_590,6471500.0,32796000.0,3527400.0,1798600.0,3009400.0,38559000.0,Uncharacterized protein
1310,cgd1_620,1532100.0,121410000.0,10341000.0,10048000.0,3723000.0,34085000.0,Uncharacterized protein
1201,cgd1_630,662320.0,72243000.0,980130.0,2515400.0,206550.0,11157000.0,Uncharacterized protein
636,cgd1_640,92293000.0,1539900000.0,47044000.0,48065000.0,111040000.0,200240000.0,Signal peptide region containing protein
577,cgd1_650,16692.0,8592400.0,0.0,229600.0,264640.0,1196800.0,Uncharacterized Secreted Protein (CpLSP gene family)
606,cgd1_660,356440.0,180180000.0,10386000.0,29212000.0,84508000.0,12669000.0,Signal peptide region containing protein
494,cgd1_700,162420.0,7121700.0,0.0,13582.0,15527.0,347200.0,ABC transporter
400,cgd1_730,0.0,2304400.0,0.0,0.0,0.0,0.0,Glutamine cyclotransferase
448,cgd1_750,2798600.0,36158000.0,324310.0,141920.0,934350.0,3330600.0,Dynein heavy chain
940,cgd1_760,21173.0,3290800.0,0.0,0.0,0.0,813570.0,Dual specificity phosphatase
1218,cgd1_780,1379500.0,86306000.0,4275100.0,13113000.0,14580000.0,5860600.0,Uncharacterized protein
1,cgd1_800,31628.0,56096000.0,534590.0,53541000.0,545680000.0,111650000.0,Protein disulfide isomerase
1118,cgd1_820,589760.0,26306000.0,337870.0,401610.0,0.0,6725300.0,Palmitoyltransferase
1250,cgd1_850,35074000.0,543600000.0,70628000.0,149400000.0,170270000.0,102230000.0,40S ribosomal protein S19
1065,cgd1_870,8687300.0,1028900000.0,62740000.0,111320000.0,651140000.0,58563000.0,Peptidyl-prolyl cis-trans isomerase
859,cgd1_880,21048000.0,506780000.0,35624000.0,46526000.0,49072000.0,279960000.0,Eukaryotic initiation factor 4A
1478,cgd1_890,0.0,769920.0,0.0,0.0,0.0,1189000.0,Protein kinase domain containing protein
1477,cgd1_90,0.0,4173800.0,0.0,0.0,0.0,547430.0,transcription factor subunit TAF6
1248,cgd1_920,907310.0,65955000.0,2841600.0,3853100.0,2120900.0,12879000.0,Actin
1615,cgd1_930,0.0,6612400.0,157610.0,711890.0,0.0,767040.0,U2 snrnp-specific A protein
1224,cgd1_950,616740.0,74460000.0,3554700.0,3673400.0,7592600.0,8369700.0,Uncharacterized protein with Ankyrin repeat
920,cgd1_980,4032900.0,58053000.0,1667200.0,2397700.0,6281700.0,8779400.0,RNase L inhibitor-like protein
762,cgd2_1020,7941800.0,109840000.0,9466900.0,9128800.0,9976200.0,25515000.0,Proteasome regulatory subunit Rpn9
541,cgd2_1070,12860000.0,1096500000.0,117110000.0,206200000.0,1156200000.0,208190000.0,40S ribosomal protein S25
1180,cgd2_1090,583910.0,49323000.0,283440.0,1453400.0,1031300.0,13856000.0,O-acyltransferase
578,cgd2_1120,2816600.0,36962000.0,809360.0,367470.0,185870.0,18443000.0,molybdopterin synthase sulphurylase/Rhodanese-like domain containing protein
123,cgd2_1160,1420800.0,69765000.0,3504900.0,1406400.0,240720.0,6267200.0,Eukaryotic translation initiation factor 3 subunit L
1151,cgd2_1170,632950.0,66680000.0,1283900.0,1345800.0,490490.0,15406000.0,ZPR1-type Zinc finger containing protein
1267,cgd2_1200,721740.0,15169000.0,1879400.0,1836500.0,962080.0,10350000.0,Ubiquitin domain-containing Steroid reductase
1476,cgd2_1260,0.0,228180.0,0.0,0.0,0.0,125420.0,Uncharacterized protein
759,cgd2_1290,7293900.0,83202000.0,4271400.0,10059000.0,4509300.0,15829000.0,Uncharacterized protein
802,cgd2_1300,0.0,4656100.0,115090.0,0.0,0.0,1076800.0,Calcium/calmodulin dependent protein kinase
1630,cgd2_130,7405900.0,397160000.0,71387000.0,215620000.0,57412000.0,31428000.0,60S acidic ribosomal protein LP2
1475,cgd2_1340,0.0,1180100.0,0.0,0.0,0.0,515820.0,phosphatidylinositol 3-and 4-kinase family protein
531,cgd2_1350,14203000.0,146560000.0,8179400.0,6273100.0,5711600.0,44204000.0,26S proteasome subunit P45/AAA+ ATPase core domain containing protein
710,cgd2_1370,2387900.0,55449000.0,2306500.0,856450.0,2318700.0,21786000.0,Uncharacterized protein with WD40 repeat
692,cgd2_1390,0.0,8002000.0,450900.0,0.0,2178000.0,1734400.0,Uncharacterized protein
1474,cgd2_1420,0.0,557690.0,0.0,128040.0,0.0,0.0,DnaJ domain containing protein
375,cgd2_1430,0.0,1219800.0,0.0,0.0,0.0,0.0,Dynactin subunit p62
1117,cgd2_1440,203710.0,225270000.0,17036000.0,5548000.0,3554200.0,3291100.0,Proteasome subunit alpha type
297,cgd2_1450,284780.0,13660000.0,348340.0,2175600.0,1239900.0,7842200.0,unspecified product
155,cgd2_1460,0.0,8555500.0,33814.0,0.0,0.0,0.0,SUMO-1 activating enzyme subunit 2
474,cgd2_1500,4655500.0,120970000.0,4238500.0,3958300.0,4523600.0,10959000.0,Eukaryotic translation initiation factor 3 subunit E withPCI domain domain
1473,cgd2_1510,0.0,410760.0,0.0,0.0,0.0,48686.0,Pseudouridine synthase TruD
707,cgd2_1520,0.0,5283000.0,73816.0,0.0,0.0,569520.0,Uncharacterized protein
804,cgd2_1570,0.0,42729000.0,789610.0,2967900.0,2046900.0,4043000.0,vacuolar protein sorting/targeting protein 26
1183,cgd2_1640,94984.0,8627400.0,84230.0,0.0,688000.0,969540.0,Serine/threonine-protein phosphatase
865,cgd2_1650,3367400.0,72186000.0,3601500.0,6534200.0,5396600.0,47010000.0,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit
838,cgd2_1690,1031600.0,237270000.0,18541000.0,53909000.0,35784000.0,24132000.0,Uncharacterized protein
664,cgd2_170,64759000.0,461270000.0,87810000.0,289170000.0,108050000.0,345670000.0,40s ribosomal protein s24
1492,cgd2_1720,0.0,872320.0,0.0,0.0,0.0,222340.0,Uncharacterized protein
653,cgd2_1740,0.0,17349000.0,37521.0,17230.0,0.0,5463700.0,SWIRM/SANT domain containing protein
823,cgd2_1770,6328000.0,84798000.0,4953500.0,6148500.0,6446100.0,20871000.0,Mannose-1-phosphate guanylyltransferase
1290,cgd2_1780,34899000.0,488430000.0,26273000.0,44971000.0,128280000.0,57545000.0,PDI like thioredoxin domain containing protein
1077,cgd2_1800,1111700.0,58828000.0,3190800.0,934000.0,13880000.0,5896700.0,DnaJ domain containing protein
1049,Cgd2_1810,0.0,3860600.0,85920.0,83088.0,0.0,71973.0,Inositol monophosphatase-like protein
171,cgd2_1840,0.0,6962100.0,41533.0,0.0,0.0,0.0,Signal peptide
1068,cgd2_1850,1249100.0,209110000.0,11993000.0,5631300.0,10074000.0,28237000.0,Stress-induced protein sti1-like protein with TPR repeat
923,cgd2_1870,30423000.0,833390000.0,82270000.0,70704000.0,74808000.0,173940000.0,Guanine nucleotide-binding protein
770,cgd2_1900,6579700.0,131470000.0,5140000.0,5699600.0,5360500.0,30320000.0,dTDP-glucose 4-6-dehydratase-like protein
1301,cgd2_1910,12491000.0,148380000.0,5700700.0,8149200.0,27323000.0,29686000.0,MORN repeat
1119,cgd2_1940,5786500.0,235030000.0,11963000.0,38249000.0,15518000.0,11353000.0,RAB6 protein
561,cgd2_1960,999230.0,13580000.0,329810.0,248860.0,0.0,4215200.0,Mitogen-activated protein kinase
722,cgd2_2000,623750.0,37153000.0,2013300.0,7706600.0,416620.0,1261200.0,signal peptide/transmembrane domain containing protein
1624,cgd2_200,0.0,73202000.0,2818700.0,7794000.0,0.0,12760000.0,Uncharacterized protein
720,cgd2_2010,1425300.0,24824000.0,629670.0,6250700.0,2462500.0,3904800.0,EF-hand domain containing protein
265,cgd2_2020,1492000.0,20447000.0,658170.0,2027300.0,718970.0,0.0,Uncharacterized protein
436,cgd2_2050,2263200.0,190800000.0,18236000.0,9928400.0,1734100.0,15200000.0,Proteasome subunit alpha type
704,cgd2_2070,1272700.0,91903000.0,3515900.0,2048000.0,3809600.0,12460000.0,Translation elongation factor EF-1 subunit alpha
1196,cgd2_2090,20901.0,4762500.0,0.0,158010.0,0.0,1028900.0,Mitotic control protein dis3
1300,cgd2_20,137630000.0,3799200000.0,213300000.0,250180000.0,535720000.0,734970000.0,Heat shock 70 protein
449,cgd2_2100,33393000.0,360270000.0,121170000.0,565100000.0,278330000.0,316640000.0,Uncharacterized protein
1210,cgd2_210,6669300.0,160930000.0,7743600.0,13126000.0,12829000.0,33560000.0,Glycerol-3-phosphate dehydrogenase [NAD(+)]
446,cgd2_2110,29807000.0,100460000.0,98538000.0,574110000.0,32446000.0,324650000.0,Uncharacterized protein
1584,cgd2_2120,2538600.0,1328800000.0,116140000.0,53385000.0,6056100000.0,27882000.0,High mobility group box domain containing protein
585,cgd2_2130,2796500.0,68007000.0,1665900.0,953150.0,4287900.0,8863000.0,ATP-dependent 6-phosphofructokinase
1205,cgd2_2160,900790.0,22079000.0,329040.0,536470.0,2363500.0,9287600.0,ER membrane protein complex subunit 1
1494,cgd2_2170,0.0,389380.0,0.0,0.0,0.0,37512.0,Nucleolar GTP-binding protein 2
287,cgd2_2200,933280.0,58815000.0,5556100.0,37078000.0,11946000.0,23152000.0,Ribosomal protein L37
1292,cgd2_2210,12136000.0,147070000.0,4870600.0,13365000.0,12815000.0,39048000.0,Proteasome regulatory subunit Rpn7/26S proteasome subunit 6
938,cgd2_230,5654.1,1081900.0,0.0,0.0,0.0,142280.0,Phosphatidylinositol phosphate phosphatase
1202,cgd2_2310,241400.0,5342600.0,240090.0,307550.0,0.0,3718100.0,Ser/Thr protein kinase
1291,cgd2_2340,6553000.0,88106000.0,1154900.0,1957700.0,4738600.0,23689000.0,R1 like alpha-glucan water dikinase
525,cgd2_2350,4181700.0,131220000.0,4809500.0,5025600.0,2675200.0,18070000.0,MA3 domain containing protein
953,cgd2_2360,9827.9,831440.0,0.0,0.0,0.0,283770.0,Dop1p family protein
1515,cgd2_2400,0.0,254100.0,0.0,0.0,0.0,22110.0,P-type ATPase A domain containing protein
153,cgd2_240,0.0,3421700.0,76281.0,0.0,0.0,0.0,Ubiquitin-conjugating enzyme
339,cgd2_2430,0.0,4036700.0,0.0,0.0,0.0,0.0,Impact family with RWD domain
48,cgd2_2480,345710.0,8359000.0,695240.0,40022.0,0.0,667810.0,Methionine aminopeptidase 2
972,cgd2_250,0.0,5048100.0,939460.0,474510.0,0.0,0.0,Vacuolar (H+)-ATPase G subunit
16,cgd2_2510,0.0,132740.0,0.0,926640.0,19616000.0,1728800.0,Glucose-methanol-choline oxidoreductase
888,cgd2_2530,9510200.0,377190000.0,11491000.0,41885000.0,48241000.0,41622000.0,Uncharacterized protein
1073,cgd2_2533,105830.0,18660000.0,333910.0,1776200.0,0.0,0.0,Uncharacterized protein
270,cgd2_2550,10429000.0,106210000.0,4194100.0,18590000.0,137290000.0,70853000.0,Uncharacterized protein
1346,cgd2_2560,0.0,24422000.0,116050.0,0.0,0.0,5259700.0,Uncharacterized protein
290,cgd2_2580,1802000.0,24166000.0,398330.0,382140.0,107300.0,4390400.0,Uncharacterized protein
353,cgd2_2630,0.0,4512300.0,0.0,0.0,0.0,0.0,Uncharacterized protein
1014,cgd2_2640,0.0,10105000.0,799240.0,3363200.0,0.0,0.0,Uncharacterized protein
1658,cgd2_2660,0.0,36673000.0,0.0,116570.0,62051.0,833730.0,UDP N-acetylglucosamine transporter-like nucleotide sugar transporter
921,cgd2_2700,26244000.0,1426700000.0,65033000.0,78741000.0,79184000.0,175200000.0,Brf1p like coiled coil protein
812,cgd2_270,5262800.0,111870000.0,5213000.0,9759400.0,4405400.0,22925000.0,Eukaryotic translation initiation factor 3 subunit D
1495,cgd2_2710,0.0,2774200.0,0.0,0.0,0.0,344600.0,RNA methyltransferase TrmA-like protein
997,cgd2_2770,37887.0,952420.0,0.0,0.0,0.0,258650.0,U5 small nuclear ribonucleoprotein 200kDA helicase/Pre-mRNA splicing helicase BRR2 2
